Timestamp,Source IP,Source Port,Destination IP,Destination Port,Protocol,Action,Severity,Country,Services,Packates,Incidents,Description
01-04-2023 14:43,171.168.1.3,67890,10.0.0.3,53,UDP,Allow,Medium,UK,Application Access,770,74,HTTP traffic allowed from internal network to external server
01-02-2023 22:54,192.168.1.2,67890,8.8.8.8,53,UDP,Block,High,USA,Web Access,263,88,DNS traffic blocked from suspicious source IP
01-03-2023 09:34,171.168.1.3,45678,10.0.0.1,22,TCP,Block,High,China,Web Access,999,82,SSH traffic allowed from trusted internal network to internal server
01-02-2023 12:44,192.168.1.2,12546,8.8.4.4,53,UDP,Block,High,USA,Application Access,853,91,SSH traffic allowed from trusted internal network to internal server
01-04-2023 20:03,192.168.1.5,12546,8.8.8.8,80,UDP,Block,High,UK,Mail,956,99,DNS traffic blocked from suspicious source IP
01-02-2023 09:56,194.168.1.4,67890,10.0.0.3,80,UDP,Block,High,USA,Mail,285,62,DNS traffic blocked from suspicious source IP
01-03-2023 11:24,192.168.1.2,45678,8.8.8.8,80,UDP,Block,High,UK,Mail,960,86,HTTP traffic allowed from internal network to external server
01-04-2023 17:40,192.168.1.2,45678,10.0.0.2,22,TCP,Block,High,China,Application Access,805,98,SSH traffic allowed from trusted internal network to internal server
01-03-2023 20:12,172.168.1.1,12345,10.0.0.2,80,TCP,Allow,Low,UK,Mail,860,55,DNS traffic blocked from suspicious source IP
01-04-2023 17:27,194.168.1.4,45678,8.8.4.4,53,UDP,Block,High,USA,Web Access,557,61,SSH traffic allowed from trusted internal network to internal server
01-01-2023 17:35,171.168.1.3,45678,10.0.0.2,22,UDP,Allow,Low,USA,Database,787,65,HTTP traffic allowed from internal network to external server
01-01-2023 09:43,192.168.1.5,54321,10.0.0.2,22,TCP,Block,High,UK,Mail,307,80,DNS traffic blocked from suspicious source IP
01-01-2023 06:36,192.168.1.5,45698,10.0.0.3,80,UDP,Allow,Medium,China,Web Access,345,92,SSH traffic allowed from trusted internal network to internal server
01-04-2023 07:08,171.168.1.3,67890,10.0.0.1,80,UDP,Allow,Low,USA,Database,617,70,SSH traffic allowed from trusted internal network to internal server
01-01-2023 13:11,192.168.1.5,45698,8.8.8.8,80,TCP,Allow,Low,UK,Mail,810,62,DNS traffic blocked from suspicious source IP
01-02-2023 23:36,194.168.1.4,54321,10.0.0.2,53,TCP,Block,High,India,Database,189,74,DNS traffic blocked from suspicious source IP
01-03-2023 21:31,171.168.1.3,12546,8.8.4.4,80,UDP,Allow,Medium,China,Mail,371,63,DNS traffic blocked from suspicious source IP
01-01-2023 14:26,192.168.1.2,67890,8.8.4.4,80,UDP,Block,High,USA,News,677,57,SSH traffic allowed from trusted internal network to internal server
01-04-2023 21:03,194.168.1.4,54321,10.0.0.3,80,UDP,Block,High,India,Web Access,712,63,HTTP traffic allowed from internal network to external server
01-03-2023 20:09,194.168.1.4,45678,10.0.0.1,53,TCP,Allow,Low,UK,Database,360,97,SSH traffic allowed from trusted internal network to internal server
01-04-2023 14:43,192.168.1.5,54321,10.0.0.2,22,TCP,Allow,Low,USA,Web Access,108,91,HTTP traffic allowed from internal network to external server
01-04-2023 14:07,194.168.1.4,12546,8.8.4.4,53,UDP,Block,High,India,Mail,958,85,HTTP traffic allowed from internal network to external server
01-02-2023 10:45,192.168.1.2,45678,10.0.0.3,53,TCP,Block,High,China,Database,854,71,HTTP traffic allowed from internal network to external server
01-03-2023 19:01,192.168.1.2,45698,8.8.4.4,53,UDP,Block,High,India,Mail,722,69,HTTP traffic allowed from internal network to external server
01-02-2023 10:56,192.168.1.5,45678,8.8.8.8,53,UDP,Block,High,USA,Mail,481,54,DNS traffic blocked from suspicious source IP
01-01-2023 21:50,194.168.1.4,45678,10.0.0.2,80,UDP,Block,High,USA,Application Access,118,79,DNS traffic blocked from suspicious source IP
01-01-2023 20:20,171.168.1.3,45698,8.8.8.8,53,UDP,Allow,Medium,USA,Database,383,56,DNS traffic blocked from suspicious source IP
01-04-2023 08:30,172.168.1.1,12546,8.8.4.4,22,UDP,Block,High,India,News,786,80,SSH traffic allowed from trusted internal network to internal server
01-02-2023 20:13,172.168.1.1,45698,10.0.0.1,22,TCP,Allow,Medium,China,News,649,85,DNS traffic blocked from suspicious source IP
01-03-2023 05:59,171.168.1.3,12345,8.8.4.4,53,TCP,Allow,Medium,India,Application Access,246,99,DNS traffic blocked from suspicious source IP
01-04-2023 06:06,172.168.1.1,45678,8.8.4.4,22,TCP,Allow,Low,UK,News,225,59,SSH traffic allowed from trusted internal network to internal server
01-02-2023 22:12,192.168.1.2,54321,8.8.4.4,53,UDP,Allow,Medium,UK,Database,487,50,HTTP traffic allowed from internal network to external server
01-02-2023 12:01,192.168.1.5,45678,10.0.0.2,80,UDP,Block,High,China,Mail,355,70,SSH traffic allowed from trusted internal network to internal server
01-04-2023 09:09,172.168.1.1,67890,10.0.0.2,53,UDP,Block,High,USA,Application Access,938,75,DNS traffic blocked from suspicious source IP
01-02-2023 22:05,171.168.1.3,45698,10.0.0.2,22,UDP,Block,High,USA,Mail,977,70,HTTP traffic allowed from internal network to external server
01-04-2023 01:44,172.168.1.1,45698,10.0.0.2,80,UDP,Allow,Low,China,Application Access,770,52,DNS traffic blocked from suspicious source IP
01-02-2023 00:05,194.168.1.4,54321,8.8.4.4,53,UDP,Block,High,UK,Application Access,377,97,HTTP traffic allowed from internal network to external server
01-01-2023 13:14,171.168.1.3,54321,8.8.8.8,22,UDP,Block,High,China,Mail,785,68,SSH traffic allowed from trusted internal network to internal server
01-03-2023 05:36,194.168.1.4,12345,8.8.4.4,22,UDP,Allow,Medium,UK,Web Access,188,63,HTTP traffic allowed from internal network to external server
01-02-2023 12:20,194.168.1.4,67890,10.0.0.2,22,UDP,Allow,Medium,USA,Mail,650,89,DNS traffic blocked from suspicious source IP
01-03-2023 04:21,171.168.1.3,12546,8.8.4.4,80,TCP,Allow,Medium,China,Web Access,191,94,HTTP traffic allowed from internal network to external server
01-02-2023 12:24,192.168.1.5,45698,8.8.8.8,80,TCP,Block,High,UK,News,589,98,DNS traffic blocked from suspicious source IP
01-01-2023 04:22,192.168.1.5,12345,8.8.8.8,53,TCP,Allow,Medium,UK,News,102,90,DNS traffic blocked from suspicious source IP
01-03-2023 08:20,192.168.1.2,54321,10.0.0.3,22,TCP,Block,High,China,Web Access,736,84,DNS traffic blocked from suspicious source IP
01-04-2023 15:24,171.168.1.3,67890,10.0.0.3,53,TCP,Allow,Medium,India,Database,731,50,SSH traffic allowed from trusted internal network to internal server
01-03-2023 00:48,192.168.1.5,45678,10.0.0.1,80,TCP,Allow,Low,China,Web Access,183,52,SSH traffic allowed from trusted internal network to internal server
01-03-2023 08:46,172.168.1.1,67890,10.0.0.1,53,UDP,Block,High,USA,Application Access,466,72,HTTP traffic allowed from internal network to external server
01-02-2023 16:44,172.168.1.1,12345,10.0.0.3,22,TCP,Block,High,USA,Database,485,72,HTTP traffic allowed from internal network to external server
01-03-2023 14:48,171.168.1.3,12546,10.0.0.2,53,UDP,Block,High,USA,Application Access,228,67,HTTP traffic allowed from internal network to external server
01-04-2023 12:38,194.168.1.4,54321,10.0.0.3,80,TCP,Block,High,China,Database,196,92,HTTP traffic allowed from internal network to external server
01-02-2023 17:51,171.168.1.3,12546,10.0.0.2,53,UDP,Allow,Low,UK,Web Access,587,53,DNS traffic blocked from suspicious source IP
01-03-2023 11:13,172.168.1.1,45678,10.0.0.1,80,UDP,Allow,Medium,India,Web Access,406,74,DNS traffic blocked from suspicious source IP
01-03-2023 18:34,172.168.1.1,45678,8.8.4.4,80,TCP,Block,High,UK,Mail,432,50,HTTP traffic allowed from internal network to external server
01-02-2023 03:48,172.168.1.1,54321,10.0.0.3,22,UDP,Block,High,UK,Database,507,74,DNS traffic blocked from suspicious source IP
01-04-2023 02:02,192.168.1.5,45698,10.0.0.2,53,UDP,Allow,Medium,USA,Database,697,91,HTTP traffic allowed from internal network to external server
01-04-2023 07:11,192.168.1.2,54321,8.8.4.4,22,UDP,Allow,Low,China,Mail,713,85,HTTP traffic allowed from internal network to external server
01-01-2023 20:03,194.168.1.4,45678,10.0.0.1,80,UDP,Block,High,China,Database,409,55,SSH traffic allowed from trusted internal network to internal server
01-02-2023 20:39,172.168.1.1,67890,8.8.4.4,53,TCP,Allow,Low,USA,Application Access,635,87,HTTP traffic allowed from internal network to external server
01-02-2023 23:38,171.168.1.3,54321,8.8.8.8,53,UDP,Block,High,China,Mail,881,61,SSH traffic allowed from trusted internal network to internal server
01-04-2023 11:48,192.168.1.5,67890,10.0.0.3,22,TCP,Block,High,USA,News,724,86,HTTP traffic allowed from internal network to external server
01-04-2023 00:45,172.168.1.1,54321,10.0.0.1,53,TCP,Block,High,USA,Database,699,81,DNS traffic blocked from suspicious source IP
01-02-2023 05:47,192.168.1.2,67890,10.0.0.3,80,UDP,Allow,Low,USA,Mail,177,64,SSH traffic allowed from trusted internal network to internal server
01-01-2023 14:17,171.168.1.3,12546,10.0.0.2,80,TCP,Block,High,UK,News,154,77,SSH traffic allowed from trusted internal network to internal server
01-04-2023 02:58,171.168.1.3,12345,10.0.0.1,22,UDP,Allow,Medium,India,Web Access,962,90,HTTP traffic allowed from internal network to external server
01-01-2023 16:06,194.168.1.4,12345,8.8.8.8,53,UDP,Block,High,India,Mail,592,85,HTTP traffic allowed from internal network to external server
01-04-2023 12:46,171.168.1.3,67890,10.0.0.3,22,TCP,Block,High,China,Mail,134,91,SSH traffic allowed from trusted internal network to internal server
01-04-2023 17:34,192.168.1.5,54321,8.8.8.8,22,UDP,Allow,Low,UK,Database,489,97,DNS traffic blocked from suspicious source IP
01-01-2023 23:25,171.168.1.3,67890,8.8.4.4,22,TCP,Allow,Medium,India,News,722,86,SSH traffic allowed from trusted internal network to internal server
01-01-2023 11:45,192.168.1.2,45678,8.8.4.4,22,TCP,Block,High,China,News,959,75,SSH traffic allowed from trusted internal network to internal server
01-01-2023 04:44,194.168.1.4,45698,10.0.0.2,80,TCP,Block,High,China,Database,160,99,HTTP traffic allowed from internal network to external server
01-03-2023 06:35,194.168.1.4,54321,8.8.4.4,22,TCP,Allow,Medium,China,Application Access,245,55,SSH traffic allowed from trusted internal network to internal server
01-03-2023 12:02,192.168.1.5,12546,8.8.8.8,53,UDP,Allow,Medium,India,News,804,85,DNS traffic blocked from suspicious source IP
01-02-2023 11:45,171.168.1.3,67890,8.8.8.8,22,TCP,Block,High,China,News,712,55,DNS traffic blocked from suspicious source IP
01-03-2023 19:32,194.168.1.4,54321,10.0.0.1,53,TCP,Block,High,UK,Web Access,600,74,HTTP traffic allowed from internal network to external server
01-02-2023 05:53,192.168.1.2,45698,8.8.4.4,53,TCP,Allow,Low,China,News,848,57,HTTP traffic allowed from internal network to external server
01-01-2023 00:23,194.168.1.4,67890,10.0.0.3,22,UDP,Allow,Medium,UK,Database,794,94,HTTP traffic allowed from internal network to external server
01-01-2023 21:32,194.168.1.4,54321,10.0.0.1,22,TCP,Allow,Medium,UK,Database,701,94,SSH traffic allowed from trusted internal network to internal server
01-04-2023 06:17,192.168.1.2,45678,10.0.0.3,80,TCP,Block,High,China,Mail,959,73,HTTP traffic allowed from internal network to external server
01-01-2023 23:28,192.168.1.5,67890,8.8.8.8,80,TCP,Allow,Medium,India,Web Access,142,86,HTTP traffic allowed from internal network to external server
01-01-2023 03:32,171.168.1.3,54321,10.0.0.1,80,UDP,Block,High,UK,Database,896,67,HTTP traffic allowed from internal network to external server
01-03-2023 09:17,171.168.1.3,54321,10.0.0.2,53,TCP,Block,High,China,Database,669,76,SSH traffic allowed from trusted internal network to internal server
01-03-2023 22:39,172.168.1.1,67890,10.0.0.1,53,UDP,Allow,Medium,China,Database,340,83,HTTP traffic allowed from internal network to external server
01-04-2023 11:18,171.168.1.3,45678,8.8.4.4,80,UDP,Allow,Medium,USA,Mail,129,78,HTTP traffic allowed from internal network to external server
01-03-2023 10:34,171.168.1.3,12345,10.0.0.2,53,UDP,Allow,Medium,USA,News,140,86,SSH traffic allowed from trusted internal network to internal server
01-02-2023 11:34,192.168.1.2,54321,10.0.0.2,53,UDP,Allow,Low,USA,Application Access,410,73,HTTP traffic allowed from internal network to external server
01-04-2023 23:26,171.168.1.3,54321,8.8.4.4,80,TCP,Block,High,USA,Application Access,945,69,HTTP traffic allowed from internal network to external server
01-02-2023 10:23,192.168.1.2,54321,8.8.8.8,80,TCP,Allow,Low,China,Application Access,591,74,HTTP traffic allowed from internal network to external server
01-04-2023 00:56,192.168.1.5,54321,10.0.0.3,80,TCP,Block,High,China,Web Access,318,59,DNS traffic blocked from suspicious source IP
01-04-2023 08:16,192.168.1.5,45698,8.8.4.4,80,UDP,Block,High,China,News,653,99,DNS traffic blocked from suspicious source IP
01-01-2023 22:34,192.168.1.5,54321,10.0.0.2,53,TCP,Block,High,UK,Application Access,812,87,SSH traffic allowed from trusted internal network to internal server
01-04-2023 06:13,192.168.1.2,67890,10.0.0.3,22,UDP,Block,High,USA,Database,274,69,HTTP traffic allowed from internal network to external server
01-01-2023 12:58,192.168.1.5,54321,8.8.4.4,53,TCP,Allow,Low,China,News,138,52,DNS traffic blocked from suspicious source IP
01-04-2023 11:10,171.168.1.3,45678,8.8.4.4,22,UDP,Allow,Medium,India,Database,947,98,HTTP traffic allowed from internal network to external server
01-01-2023 16:01,172.168.1.1,12345,8.8.4.4,22,UDP,Allow,Medium,China,Application Access,989,96,SSH traffic allowed from trusted internal network to internal server
01-03-2023 03:43,171.168.1.3,54321,10.0.0.3,53,UDP,Allow,Medium,China,Web Access,778,75,HTTP traffic allowed from internal network to external server
01-04-2023 12:21,171.168.1.3,45678,10.0.0.1,22,UDP,Allow,Medium,UK,Application Access,221,100,HTTP traffic allowed from internal network to external server
01-02-2023 20:42,171.168.1.3,12345,8.8.4.4,53,UDP,Block,High,China,Database,929,73,SSH traffic allowed from trusted internal network to internal server
01-03-2023 01:36,194.168.1.4,54321,8.8.4.4,22,TCP,Block,High,UK,Web Access,252,82,HTTP traffic allowed from internal network to external server
01-03-2023 16:11,192.168.1.2,45698,10.0.0.1,80,TCP,Allow,Medium,UK,Web Access,565,60,HTTP traffic allowed from internal network to external server
01-04-2023 01:54,171.168.1.3,54321,10.0.0.1,80,UDP,Allow,Medium,China,Application Access,902,96,DNS traffic blocked from suspicious source IP
01-01-2023 10:19,171.168.1.3,12345,8.8.4.4,22,UDP,Block,High,USA,Web Access,584,91,HTTP traffic allowed from internal network to external server
01-04-2023 23:24,171.168.1.3,12546,10.0.0.2,22,TCP,Block,High,China,News,710,86,SSH traffic allowed from trusted internal network to internal server
01-03-2023 12:52,194.168.1.4,12546,8.8.4.4,53,TCP,Block,High,China,Web Access,458,79,SSH traffic allowed from trusted internal network to internal server
01-02-2023 12:18,194.168.1.4,12345,8.8.4.4,80,UDP,Block,High,USA,Database,154,65,HTTP traffic allowed from internal network to external server
01-01-2023 05:01,171.168.1.3,12546,10.0.0.3,22,TCP,Allow,Medium,UK,Mail,556,99,DNS traffic blocked from suspicious source IP
01-03-2023 08:42,192.168.1.2,45698,10.0.0.1,53,TCP,Block,High,India,Mail,164,97,HTTP traffic allowed from internal network to external server
01-02-2023 22:17,192.168.1.5,45678,8.8.4.4,80,UDP,Allow,Medium,India,Mail,439,98,DNS traffic blocked from suspicious source IP
01-01-2023 04:45,171.168.1.3,67890,8.8.4.4,80,TCP,Allow,Low,UK,News,556,94,HTTP traffic allowed from internal network to external server
01-02-2023 12:52,192.168.1.2,45678,10.0.0.1,53,TCP,Block,High,China,Mail,713,50,DNS traffic blocked from suspicious source IP
01-03-2023 13:20,171.168.1.3,45698,10.0.0.2,22,UDP,Block,High,China,Application Access,646,76,DNS traffic blocked from suspicious source IP
01-01-2023 18:40,192.168.1.5,12345,10.0.0.1,22,UDP,Block,High,India,Database,437,61,DNS traffic blocked from suspicious source IP
01-02-2023 04:33,194.168.1.4,67890,10.0.0.3,80,TCP,Block,High,China,Web Access,879,60,SSH traffic allowed from trusted internal network to internal server
01-04-2023 03:54,171.168.1.3,12546,8.8.8.8,22,UDP,Block,High,China,Mail,175,84,HTTP traffic allowed from internal network to external server
01-01-2023 07:06,192.168.1.2,67890,8.8.4.4,80,UDP,Allow,Medium,India,Web Access,800,81,DNS traffic blocked from suspicious source IP
01-04-2023 16:45,192.168.1.2,54321,10.0.0.1,80,UDP,Allow,Medium,USA,Web Access,897,100,SSH traffic allowed from trusted internal network to internal server
01-01-2023 04:00,171.168.1.3,54321,10.0.0.3,22,UDP,Block,High,China,Mail,702,62,HTTP traffic allowed from internal network to external server
01-02-2023 14:28,171.168.1.3,54321,10.0.0.2,22,TCP,Block,High,China,News,215,84,HTTP traffic allowed from internal network to external server
01-02-2023 09:07,192.168.1.5,12546,8.8.4.4,80,TCP,Block,High,India,Mail,765,53,HTTP traffic allowed from internal network to external server
01-03-2023 09:29,192.168.1.5,54321,10.0.0.1,22,TCP,Block,High,USA,Database,440,82,HTTP traffic allowed from internal network to external server
01-01-2023 04:59,192.168.1.5,45698,10.0.0.2,80,TCP,Block,High,UK,Mail,378,78,HTTP traffic allowed from internal network to external server
01-03-2023 16:53,192.168.1.5,12345,8.8.4.4,22,TCP,Allow,Medium,UK,Application Access,903,74,DNS traffic blocked from suspicious source IP
01-02-2023 18:10,192.168.1.2,12546,10.0.0.2,53,UDP,Block,High,India,News,610,70,DNS traffic blocked from suspicious source IP
01-04-2023 12:12,172.168.1.1,67890,10.0.0.2,80,UDP,Allow,Medium,China,News,233,94,HTTP traffic allowed from internal network to external server
01-01-2023 04:32,171.168.1.3,45678,10.0.0.2,80,TCP,Allow,Medium,USA,Web Access,747,76,SSH traffic allowed from trusted internal network to internal server
01-03-2023 03:53,192.168.1.2,12546,10.0.0.3,22,UDP,Block,High,USA,News,846,60,HTTP traffic allowed from internal network to external server
01-03-2023 11:37,171.168.1.3,12345,10.0.0.3,53,UDP,Block,High,USA,Application Access,703,75,HTTP traffic allowed from internal network to external server
01-03-2023 09:44,172.168.1.1,45678,10.0.0.1,53,UDP,Allow,Medium,India,Web Access,619,69,SSH traffic allowed from trusted internal network to internal server
01-03-2023 10:05,172.168.1.1,12546,8.8.8.8,53,TCP,Allow,Medium,India,Web Access,333,97,SSH traffic allowed from trusted internal network to internal server
01-02-2023 15:57,192.168.1.2,67890,8.8.4.4,53,TCP,Allow,Low,China,Web Access,480,86,SSH traffic allowed from trusted internal network to internal server
01-04-2023 18:49,171.168.1.3,67890,8.8.8.8,22,TCP,Block,High,UK,News,181,75,HTTP traffic allowed from internal network to external server
01-03-2023 07:07,192.168.1.2,45678,10.0.0.1,53,UDP,Allow,Medium,China,Database,891,51,SSH traffic allowed from trusted internal network to internal server
01-03-2023 07:04,172.168.1.1,12345,10.0.0.1,80,UDP,Allow,Low,China,News,147,84,HTTP traffic allowed from internal network to external server
01-01-2023 00:17,171.168.1.3,54321,8.8.8.8,53,UDP,Allow,Medium,UK,Web Access,247,84,SSH traffic allowed from trusted internal network to internal server
01-01-2023 00:33,192.168.1.2,12546,10.0.0.3,22,TCP,Block,High,USA,Web Access,239,67,SSH traffic allowed from trusted internal network to internal server
01-01-2023 23:06,192.168.1.2,45698,10.0.0.2,80,TCP,Block,High,India,Web Access,990,94,HTTP traffic allowed from internal network to external server
01-04-2023 11:17,192.168.1.5,45698,10.0.0.3,53,UDP,Block,High,China,News,955,96,DNS traffic blocked from suspicious source IP
01-02-2023 20:34,172.168.1.1,54321,10.0.0.1,80,TCP,Block,High,UK,Database,668,66,DNS traffic blocked from suspicious source IP
01-03-2023 20:55,192.168.1.5,45678,10.0.0.2,80,TCP,Block,High,USA,Application Access,656,79,SSH traffic allowed from trusted internal network to internal server
01-04-2023 22:59,194.168.1.4,12345,8.8.8.8,22,UDP,Block,High,UK,Application Access,628,58,DNS traffic blocked from suspicious source IP
01-04-2023 16:59,172.168.1.1,12345,10.0.0.3,22,TCP,Block,High,India,Application Access,203,52,SSH traffic allowed from trusted internal network to internal server
01-04-2023 22:18,192.168.1.5,67890,10.0.0.2,80,TCP,Block,High,USA,News,370,87,HTTP traffic allowed from internal network to external server
01-01-2023 10:31,171.168.1.3,67890,10.0.0.1,80,UDP,Allow,Medium,USA,Database,637,80,DNS traffic blocked from suspicious source IP
01-01-2023 08:51,171.168.1.3,45698,8.8.8.8,22,TCP,Allow,Medium,India,Web Access,725,50,DNS traffic blocked from suspicious source IP
01-04-2023 15:50,194.168.1.4,12546,8.8.8.8,80,TCP,Block,High,USA,News,792,100,DNS traffic blocked from suspicious source IP
01-03-2023 22:19,192.168.1.2,45678,10.0.0.2,22,UDP,Allow,Medium,UK,News,617,69,DNS traffic blocked from suspicious source IP
01-01-2023 13:32,172.168.1.1,45698,10.0.0.2,80,UDP,Allow,Low,UK,Database,358,71,SSH traffic allowed from trusted internal network to internal server
01-04-2023 18:03,194.168.1.4,12345,10.0.0.2,22,UDP,Block,High,UK,Database,246,79,HTTP traffic allowed from internal network to external server
01-04-2023 07:15,192.168.1.5,45698,8.8.8.8,22,TCP,Block,High,USA,Application Access,745,87,HTTP traffic allowed from internal network to external server
01-03-2023 07:36,192.168.1.5,54321,10.0.0.3,22,TCP,Allow,Medium,USA,Application Access,603,78,DNS traffic blocked from suspicious source IP
01-03-2023 11:20,192.168.1.5,12345,8.8.4.4,80,TCP,Block,High,China,Web Access,641,66,SSH traffic allowed from trusted internal network to internal server
01-03-2023 00:06,192.168.1.5,45698,8.8.8.8,53,UDP,Block,High,India,Mail,999,79,SSH traffic allowed from trusted internal network to internal server
01-01-2023 23:13,192.168.1.5,12345,10.0.0.3,80,UDP,Allow,Medium,China,Web Access,667,87,DNS traffic blocked from suspicious source IP
01-04-2023 14:28,192.168.1.2,67890,10.0.0.3,22,TCP,Block,High,India,Mail,716,70,SSH traffic allowed from trusted internal network to internal server
01-04-2023 06:43,194.168.1.4,12546,8.8.8.8,80,UDP,Block,High,India,Database,763,60,HTTP traffic allowed from internal network to external server
01-03-2023 21:10,172.168.1.1,54321,10.0.0.3,53,UDP,Block,High,China,Database,896,89,HTTP traffic allowed from internal network to external server
01-01-2023 16:11,172.168.1.1,45698,10.0.0.1,53,UDP,Allow,Medium,UK,Application Access,366,66,DNS traffic blocked from suspicious source IP
01-01-2023 23:45,172.168.1.1,12345,8.8.8.8,53,UDP,Block,High,China,Web Access,104,86,HTTP traffic allowed from internal network to external server
01-02-2023 12:54,194.168.1.4,67890,10.0.0.1,80,UDP,Allow,Medium,China,Database,576,78,HTTP traffic allowed from internal network to external server
01-04-2023 11:24,192.168.1.5,12345,10.0.0.2,22,TCP,Block,High,USA,Web Access,902,93,SSH traffic allowed from trusted internal network to internal server
01-02-2023 13:16,172.168.1.1,12345,8.8.8.8,22,TCP,Block,High,UK,Application Access,120,88,SSH traffic allowed from trusted internal network to internal server
01-02-2023 06:35,192.168.1.5,45698,10.0.0.1,22,TCP,Allow,Medium,India,Database,870,65,SSH traffic allowed from trusted internal network to internal server
01-02-2023 23:19,171.168.1.3,12345,10.0.0.1,53,TCP,Block,High,UK,Database,618,66,DNS traffic blocked from suspicious source IP
01-04-2023 10:15,171.168.1.3,45698,10.0.0.2,22,TCP,Block,High,UK,Database,379,51,DNS traffic blocked from suspicious source IP
01-01-2023 03:24,194.168.1.4,45698,8.8.8.8,22,TCP,Allow,Medium,India,News,201,74,HTTP traffic allowed from internal network to external server
01-03-2023 10:32,192.168.1.2,54321,10.0.0.2,53,TCP,Block,High,USA,Application Access,935,100,SSH traffic allowed from trusted internal network to internal server
01-04-2023 06:20,172.168.1.1,45678,10.0.0.3,80,UDP,Block,High,USA,Web Access,676,63,DNS traffic blocked from suspicious source IP
01-02-2023 03:12,192.168.1.5,54321,8.8.4.4,22,UDP,Block,High,India,Application Access,815,90,HTTP traffic allowed from internal network to external server
01-02-2023 15:03,171.168.1.3,45698,10.0.0.2,53,UDP,Block,High,USA,News,677,93,SSH traffic allowed from trusted internal network to internal server
01-02-2023 05:50,171.168.1.3,54321,10.0.0.3,22,UDP,Allow,Low,China,Web Access,701,96,SSH traffic allowed from trusted internal network to internal server
01-04-2023 21:23,171.168.1.3,67890,10.0.0.3,22,TCP,Block,High,UK,News,506,60,DNS traffic blocked from suspicious source IP
01-01-2023 06:10,192.168.1.2,12345,8.8.4.4,80,UDP,Allow,Low,UK,Mail,696,81,SSH traffic allowed from trusted internal network to internal server
01-01-2023 12:07,171.168.1.3,45698,10.0.0.1,80,TCP,Block,High,UK,Mail,976,85,SSH traffic allowed from trusted internal network to internal server
01-01-2023 13:54,194.168.1.4,67890,8.8.8.8,80,UDP,Block,High,China,Database,646,51,DNS traffic blocked from suspicious source IP
01-02-2023 00:16,171.168.1.3,67890,8.8.4.4,53,UDP,Block,High,USA,News,173,70,SSH traffic allowed from trusted internal network to internal server
01-03-2023 05:45,194.168.1.4,45698,10.0.0.1,22,UDP,Allow,Low,India,Database,797,97,SSH traffic allowed from trusted internal network to internal server
01-03-2023 02:04,171.168.1.3,67890,10.0.0.2,22,TCP,Block,High,UK,Mail,636,58,SSH traffic allowed from trusted internal network to internal server
01-02-2023 11:34,192.168.1.5,67890,10.0.0.1,22,UDP,Allow,Low,UK,Web Access,702,94,SSH traffic allowed from trusted internal network to internal server
01-04-2023 20:18,192.168.1.5,12345,8.8.4.4,22,TCP,Block,High,India,Web Access,928,96,HTTP traffic allowed from internal network to external server
01-04-2023 18:59,192.168.1.2,67890,10.0.0.3,53,UDP,Allow,Medium,China,Database,915,65,DNS traffic blocked from suspicious source IP
01-02-2023 05:39,192.168.1.5,45698,8.8.8.8,22,TCP,Allow,Low,UK,Web Access,133,74,HTTP traffic allowed from internal network to external server
01-01-2023 06:09,194.168.1.4,12345,10.0.0.2,80,UDP,Allow,Medium,USA,Mail,819,80,HTTP traffic allowed from internal network to external server
01-03-2023 04:17,171.168.1.3,54321,8.8.4.4,22,TCP,Allow,Low,China,Web Access,101,65,SSH traffic allowed from trusted internal network to internal server
01-02-2023 07:52,192.168.1.5,12546,10.0.0.3,53,UDP,Block,High,India,Application Access,507,92,SSH traffic allowed from trusted internal network to internal server
01-03-2023 22:39,172.168.1.1,45678,8.8.4.4,80,TCP,Block,High,China,Application Access,729,100,HTTP traffic allowed from internal network to external server
01-04-2023 09:18,194.168.1.4,54321,10.0.0.1,22,TCP,Block,High,USA,Web Access,766,63,DNS traffic blocked from suspicious source IP
01-01-2023 04:29,192.168.1.2,12345,10.0.0.1,53,TCP,Allow,Low,China,Database,855,97,DNS traffic blocked from suspicious source IP
01-03-2023 01:35,192.168.1.2,45698,10.0.0.3,80,UDP,Block,High,India,Web Access,702,67,HTTP traffic allowed from internal network to external server
01-04-2023 11:59,192.168.1.2,45698,10.0.0.1,53,UDP,Block,High,UK,News,927,53,SSH traffic allowed from trusted internal network to internal server
01-03-2023 15:00,194.168.1.4,45698,8.8.4.4,53,UDP,Block,High,UK,Database,807,75,SSH traffic allowed from trusted internal network to internal server
01-03-2023 10:55,171.168.1.3,54321,8.8.4.4,53,TCP,Block,High,India,Database,588,54,SSH traffic allowed from trusted internal network to internal server
01-04-2023 14:38,171.168.1.3,45698,10.0.0.2,53,UDP,Allow,Low,USA,Application Access,838,59,SSH traffic allowed from trusted internal network to internal server
01-04-2023 20:14,171.168.1.3,54321,8.8.4.4,80,UDP,Allow,Low,India,Application Access,636,87,SSH traffic allowed from trusted internal network to internal server
01-01-2023 19:27,192.168.1.2,54321,10.0.0.1,53,TCP,Block,High,UK,Database,187,88,HTTP traffic allowed from internal network to external server
01-03-2023 09:16,192.168.1.2,54321,8.8.8.8,80,UDP,Allow,Medium,USA,Database,368,78,HTTP traffic allowed from internal network to external server
01-03-2023 14:33,171.168.1.3,12345,8.8.8.8,80,UDP,Block,High,UK,Web Access,106,92,HTTP traffic allowed from internal network to external server
